歌名,歌手,語言,音圓代號,金嗓代號,弘音代號,集數,備註
直覺,Soler,國語,4049,,,1102,
相差幾分鐘,,客語,23294,,,5101,
相思伴孤影,,華語,201775,,,1317,
相思夢,,客語,23144,,,1338; 5101; 1338; 5101; 5101,
相思心相思情,,客語,23350,,,5101,
相思愁生愁 愛得瘋狂,,華語,603748,,,3024,
相思成災,劉德華,國語,3506,,,1013,
相思暝,阿吉仔 華爾滋,台語,6775,,,1116,
相思盡艱苦,,客語,23365,,,5101,
相思綿綿,,客語,23222,,,5101,
相思難戒你難忘,,華語,602615,,,3001,
相思難醫,,華語,603481,,,3022,
相愛倆茫茫,,台語,202383,,,1321,
相愛容易相處難,,華語,603161,,,3016,
相招來淡水,成威 梭,台語,6713,,,1113,
相挺,,台語,202808,,,1335,
相約,,客語,23126,,,5101,
相逢只是夢,良一 探戈,台語,6853,,,1119,
相逢夢中見,,台語,202722,,,1332,
相逢的恰恰,,華語,203256,,,1353,
相逢萬里橋,,華語,202216,,,1317,
相遇花開,,華語,602564,,,3007,
盼一股暖風吹過,,華語,603908,,,3024,
盼仔假兄弟,七郎,台語,6378,,,1012,
盼相隨,,華語,602329,,,3004,
看淡,,華語,602285,,,3002,
看破彼段情,鄭如涵 勃露斯,台語,6991,,,0004,
看茶,,華語,603475,,,3021,
看著你越走越遠,,華語,602621,,,3003,
看著我的眼睛說,,華語,603578,,,5311,
看見未來 梭 張漢朝,,台語,203108,,,1347,
真心放伊飛 中板靈魂樂 張秀玉,,華語,203148,,,1349,
真心緣,,台語,202381,,,1321,
真心英雄,華爾滋,國語,3878,,,1110,
真心話,孫永慈 勃露斯,台語,6750,,,0004,
真心話,彭佳慧 勃露斯,國語,4997,,,1123,
真愛,183Club,國語,4052,,,1103,
真愛尺碼,張清芳 梭,國語,3816,,,1114,
真愛無後悔,,華語,202211,,,1316,
真的,張韶涵 勃露斯,國語,3922,,,1120,
真的不快樂,,華語,602662,,,3005,
真的用心良苦,,台語,200828,,,1348,
真英雄,,台語,203241,,,1353,
眷戀,,台語,201769,,,1317,
眼淚,范曉萱 勃露斯,國語,3906,,,1115,
眼淚凍結,,華語,603093,,,3014,
眼淚劃過玫瑰,,華語,602775,,,3008,
眼淚和孤獨,,華語,602610,,,3001,
眼淚哭乎乾,,台語,201820,,,1341,
眼淚愛上了心碎,,華語,602748,,,3008,
睏,,台語,202193,,,1314,
睏抹去,陳雷 梭,台語,7613,,,1131,
睜一隻眼閉一隻眼,蔡依林 梭,國語,3607,,,1111,
睡不著的夜晚我都在想,,華語,603056,,,3013,
睡吧,,台語,202933,,,1339,
睡目唔得想心肝,,客語,23394,,,5101,
瞞天過海,,華語,602323,,,3001,
矛盾的愛,麥雅惠 Rumba,台語,6220,,,1014,
知己,,台語,603501,,,3023,
知己,林俊彥,台語,6543,,,1015,
知己,江蕙 梭,台語,6968,,,1122,
知心人請期待,,客語,23349,,,5101,
知覺,,華語,602468,,,3001,
知足常歡喜,,客語,23274,,,5101,
知足常樂,,客語,23217,,,5101,
短信,,華語,602593,,,3006,
短暫的別離,,台語,202748,,,1333,
短髮姑娘,,華語,603276,,,3017,
破碎的夜,,華語,603328,,,3021,
破碎的夢,,台語,66234,,,3022,
破碎的她,,華語,603030,,,3013,
破碎的影片,,客語,202844,,,1337,
破鏡難圓,,客語,23226,,,5101,
碧潭相思曲,,台語,203221,,,1350,
磨粄歌,,客語,23431,,,5101,
祈願淨土,,台語,202750,,,1333,
祖公仔行過的地方,高子洋 梭,台語,6561,,,1107,
祝你生日快樂,,客語,23442,,,5101,
祝福,,台語,202638,,,1330,
祝福,江蕙 勃露斯,台語,8000,,,1137,
祝福,范逸臣,國語,3817,,,1104,
神的謊言,,華語,602663,,,3005,
神秘先生,,華語,603342,,,3022,
禪花,,華語,200802,,,1328,
禮讚 藥師佛頌,,台語,202548,,,1326,
秋分,,華語,603454,,,3022,
秋天晚風,,華語,603028,,,3013,
秋天的晚暝,石喬 特魯多,台語,6921,,,0003,
秋天的風,謝雷,台語,6288,,,1014,
秋意闌珊 落字為安,,華語,603811,,,3025,
秋末雪落,,華語,603632,,,3025,
秋涼如我心,蔡幸娟,國語,3507,,,1013,
秋畫,,台語,200879,,,1347,
秋風夜,,客語,23170,,,5101,
秋風夜雨未了情,上明,台語,6152,,,1016,
秋風落葉心 特魯多 ◆ 蕭清文,,客語,202883,,,1336,
秋風飄落葉,,台語,66230,,,3019,
稚夢,,華語,602634,,,3007,
種竹最驚竹開花,,客語,23414,,,5101,
稻花香,,華語,200693,,,1319,
穩噠噠ㄟ愛,,華語,203286,,,1354,
究竟是為什麼,,華語,602549,,,3002,
空中樓閣,,華語,603466,,,3017,
空中雲,阿吉仔,台語,6590,,,1016,
空心的巢,,台語,202277,,,1319,
空房間,,台語,202359,,,1319,
空望,,台語,202315,,,1318,
空歡喜,,華語,602233,,,3002,
穿堂風吹過我,,華語,603731,,,3024,
穿過琴弦的月光,,華語,200834,,,1349,
穿過雲層的思念,,華語,603090,,,3014,
穿鞋,伍浩哲,國語,3403,,,1105,
窗仔邊,,台語,202345,,,1320,
窗外下起雪,,華語,603687,,,3024,
窮小子和假小子,,華語,603172,,,3015,
站著等你三千年 華爾滋 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,華語,602396,,,5311,
童年,,客語,202885,,,1336,
童年 倫巴 ◆ 劉玉芳,,客語,202705,,,1332,
童言無忌,小辣椒 梭,國語,3399,,,1110,
童話,光良,國語,,34567,,,
童話裡,,華語,603923,,,3027,
竹山好所在 梭 盧正焜/蔡沼玲,,台語,202586,,,1329,
竹林深處,王力宏,國語,3836,,,1124,
竹馬,,華語,603816,,,3027,
笑柄,,華語,602198,,,3002,
笑看紅塵夢,江蕙 勃露斯,台語,6962,,,1116,
笑納,,華語,602194,,,3002,
笑談人生,,客語,23227,,,5101,
笨鳥慢飛,法璦,國語,3648,,,1106,
第一個清晨,王力宏 勃露斯,國語,3907,,,1121,
第三幕,,台語,202356,,,1319,
第三年,,華語,602854,,,3009,
第三者,梁靜茹 勃露斯,國語,3877,,,1114,
第九夜,李玟 勃露斯,國語,4056,,,1111,
第二人格,,台語,202357,,,1320,
第幾人稱,,華語,602480,,,3001,
等,,華語,602555,,,3006,
等一樹花開,,華語,603492,,,3023,
等不來花開,,華語,602795,,,3008,
等不到錯過的你,,華語,603081,,,3014,
等你到何時,,華語,202410,,,1323,
等你回鄉,,客語,23234,,,5101,
等你歸來,,華語,603372,,,3022,
等你的心,邱芸子 梭,台語,6482,,,1107,
等你等了那麼久,,華語,200978,,,1329,
等你等歸暝,,華語,202651,,,1331,
等你靠岸,謝金燕,台語,6215,,,1014,
等千年,,台語,202755,,,1333,
等哥團圓到奈年,,客語,23364,,,5101,
等待你,周雅芳,台語,6643,,,0002,
等待是幸福的開始,,華語,202924,,,1338,
等待的心,,台語,202751,,,1333,
等待風起,陳淑樺 迪斯可,國語,3887,,,1114,
等情郎,,客語,23178,,,5101,
等愛回來,,國語,603233,,,3018,
等愛的女人,,台語,203200,,,1350,
等愛的女人,江蕙 恰恰,台語,6806,,,1113,
等愛的心,陳秀玲 倫巴,台語,6737,,,1113,
等我聽完這首離,,華語,602967,,,3012,
等無人,尤雅,台語,6430,,,1102,
等無伊,,台語,202411,,,1323,
等著你先開口,,華語,602340,,,3002,
等著我回來,,華語,602715,,,3007,
等雨停,,華語,602484,,,3001,
等雨停之後,,華語,602818,,,3009,
等雨的眸,,華語,602812,,,3008,
等霧散去,,華語,602218,,,3003,
等風吹,,華語,603458,,,3016,
答案,,台語,202299,,,1318,
策馬奔騰,,台語,201227,,,1352,
算不算是一對戀人,李明依/庹宗華,國語,3747,,,1104,
算了吧,,華語,200771,,,1333,
管你媽媽嫁給誰,康康 梭,國語,4844,,,1120,
管汰伊,陳秀玲 勃露斯,台語,6731,,,1113,
範例歌曲,範例歌手,國語,,,,,
簡單的幸福,,客語,200816,,,1338,
簡單歌,,客語,23119,,,5101,
簡簡單單,鄭進一.澎恰恰.許效舜,台語,6222,,,1014,
籠中鳥,,客語,203273,,,1356,
粗口,,華語,602570,,,3002,
粘相偎,,台語,202782,,,1334,
粥咧滾,七郎 Swing,台語,6166,,,1101,
精舞門,羅志祥,國語,4059,,,1104,
糖衣黃連,,華語,602636,,,3007,
紅不讓,七郎,台語,6153,,,1016,
紅塵嗔,,華語,602562,,,3005,
紅塵情癡,,華語,602548,,,3006,
紅塵有你不寂寞,,華語,200709,,,1321,
紅塵歎,,華語,602861,,,3009,
紅墨水,,台語,202662,,,1330,
紅燭守故里 中板靈魂樂 ★ 文夫,,華語,603020,,,3013,
紅顏女人花,,台語,201824,,,1342,
純情的女性,莊淑君 勃露斯,台語,6751,,,1130,
紙炮唔響盡出煙 ○ 胡泉雄,,客語,23412,,,5101,
紙鷂斷了線,,客語,23330,,,5101,
素未謀面,,華語,602369,,,3004,
紡心,陳盈潔 勃露斯,台語,7617,,,1137,
累了痛了不愛了,,華語,602409,,,3003,
細人仔時代,,客語,23318,,,5101,
細妹恁趣,,客語,23300,,,5101,
細雨 中板靈魂樂 ★ 阿 YueYue,,華語,603111,,,3014,
終成陌生人,,華語,602657,,,3004,
終於,,華語,602821,,,3009,
終於要離開,林寶 勃露斯,國語,5923,,,1140,
結婚調,石喬 梭,台語,6924,,,0003,
絕不能失去你,F4,國語,3689,,,1018,
給不了你未來,,華語,602206,,,3002,
給你一份溫柔,陳耀川 勃露斯,國語,3983,,,1125,
給你機會誠實,,台語,201397,,,1314,
給我的心又給別人,,華語,602975,,,3012,
綠了芭蕉,,華語,602366,,,3005,
綿綿風雨情,,華語,202306,,,1319,
緊張約會,,客語,23306,,,5101,
緣,,台語,202588,,,1328,
緣份,,台語,202759,,,1334,
緣份來作伴,,華語,202914,,,1339,
緣份啦,吳秀珠 勃露斯,台語,7382,,,1131,
緣份若來,周雅芳 梭,台語,6395,,,1137,
緣分牆,,華語,602804,,,3008,
緣分盡了還在逞強,,華語,602758,,,3008,
緣投少年家 梭 ◆ 張愛蔆,,客語,202881,,,1336,
緣投與阿醜,黃立成/麻吉 Hip-Hop,台語,2004,,,1116,
緣盡情抹煞,,華語,202292,,,1317,
緣盡情深,,華語,202568,,,1327,
緣訂這份情,,台語,202948,,,1339,
編織情夢 恰恰 陳茂豐.一明.井 祥,,台語,203198,,,1350,
總會有人,,華語,603136,,,5311,
總會有人來愛你,,華語,602945,,,3011,
總會有人值得你期待,,華語,603085,,,3014,
總有些人,,華語,603080,,,3014,
總有人適合,,華語,602655,,,3007,
總有山不清,,華語,603670,,,3023,
繞過羊腸小道,,台語,63483,,,3021,
纏綿,,華語,602528,,,3002,
纏綿到天光,,華語,202322,,,1319,
罪過,法璦,國語,3644,,,1103,
羅曼蒂克的探戈,白冰冰,台語,6367,,,1012,
羊咩咩,,台語,202926,,,1337,
美夢已經醒,,國語,202206,,,1315,
美夢成真,,台語,202973,,,1340,
美捲入畫,,華語,602632,,,3004,
美濃夜曲,,客語,23223,,,5101,
美濃細妹,,客語,203313,,,1355,
美麗一生,林國榮,國語,3712,,,1106,
美麗愛情詩,,華語,202618,,,1329,
美麗新世界,S.H.E 迪斯可,國語,3876,,,1140,
美麗的土地,陳豪,台語,6690,,,0002,
美麗的約定,徐雯倩.孫建平,國語,3518,,,1013,
美麗的謊言,,華語,200888,,,1351,
美麗笨女人,李玟,國語,3694,,,1018,
美麗與哀愁,,台語,202528,,,1326,
群山外 月光白,,華語,603844,,,3027,
羽度,,華語,602339,,,3002,
習慣,,台語,202469,,,1324,
習慣,楊丞琳 勃露斯,國語,4099,,,1125,
習慣一個人,,台語,200624,,,1314,
習慣性想你,,華語,200801,,,1327,
習慣沒人疼,,華語,602672,,,3007,
翡冷翠的夜不眠,,華語,603691,,,3024,
翻滾吧熱浪,,華語,603362,,,3018,
老伴,,台語,202758,,,1334,
老兄弟要互相,,客語,202921,,,1337,
老地方,任賢齊 勃露斯,國語,4044,,,1115,
老天安排,,華語,603900,,,3027,
老婆你辛苦了,,華語,200980,,,1330,
老情歌,,台語,203151,,,1348,
老朋友,七郎,台語,6467,,,1014,
老男人,,台語,202693,,,1332,
耍花樣,吳宗憲 梭,國語,3063,,,1132,
耍賴,,台語,202462,,,1323,
耕種个阿爸 Swing ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2024/06,客語,202675,,,1331,
耳光,,華語,602997,,,3012,
耳聾講唔通,,客語,23272,,,5101,
耽擱,,華語,602288,,,3004,
聆聽,,華語,200727,,,1325,
聆聽過往的人,,華語,603379,,,3022,
聖母,,台語,203262,,,1353,
聖誕快樂,,華語,602716,,,3007,
聘無譴聘無譴,,客語,202892,,,1336,
聞神不是神,,華語,603530,,,3021,
聽人唱歌心頭癢,,客語,23416,,,5101,
聽你彈鋼琴,歐得洋 梭,國語,4848,,,1125,
聽媽媽的話,周杰倫 梭,國語,3044,,,1123,
聽完這一曲就釋懷 Hip-Hop 吳瑭,,華語,603641,,,3023,
聽是誰在唱歌,劉若英.黃韻玲 勃露斯,國語,3997,,,1124,
聽花,,華語,602286,,,3002,
聽見,孫燕姿 梭,國語,3870,,,1120,
聽雪,,華語,603105,,,3014,
聽風吹落葉,,華語,603907,,,3027,
聽風的秘密,,華語,602981,,,3012,
肉麻情歌,劉德華,國語,3670,,,1017,
肩胛頭,,台語,202864,,,1336,
背影,,華語,603197,,,3017,
胡同裡有隻貓 國 ●,,Unknown,50004,,,1133,
能不能,鐵竹堂/溫嵐,國語,3615,,,1118,
脫身,,華語,602730,,,3007,
脫軌演出,王美蓮 梭,國語,3050,,,1136,
脫離軌道,吳宗憲 梭,國語,3347,,,1136,
腳步,,客語,23133,,,5101,
膽小的翻車魚,,華語,200808,,,1337,
膽小鬼,,華語,603939,,,3027,
自始無終,,華語,602303,,,3002,
自娛自樂,,華語,602174,,,3003,
自己騙自己,,華語,603038,,,3013,
自從離別後,趙薇 勃露斯,國語,4959,,,1128,
自救,,華語,602367,,,3005,
自然而然,YIYO 勃露斯,國語,5907,,,1139,
自由,堂娜,國語,3671,,,1017,
自由的歌,詹雅雯 梭,台語,6898,,,1130,
自由翱翔,,華語,200721,,,1324,
自私的鬼,,華語,603668,,,3023,
自罰三杯,第57次取消發送,華語,603413,,,3020,
自言自語,,華語,602430,,,3005,
自證清白,,華語,603669,,,3023,
臭男人,黃義達 洛克,國語,3620,,,1110,
至少愛過你,,華語,602764,,,3008,
致命情毒,,華語,602686,,,3007,
致我愛的女孩,,華語,603289,,,3017,
致最愛的人,,華語,602712,,,3007,
與時間對峙,,華語,602566,,,3006,
舉枷,,台語,202486,,,1326,
舊,,華語,602498,,,3006,
舊式的新娘,葉啟田/雷絲絲 特魯多,台語,7387,,,1137,
舊情批 議會新時代-蕭詠萱,,台語,203325,,,1356,
舊情永難忘,,台語,203141,,,1348,
舊情深深,阿吉仔,台語,6616,,,1102,
舊情難忘,,客語,23240,,,5101,
舊情難忘 華爾滋 ◆ 張瀛仁 ◆ 黃崇凱,,國語,202207,,,1315,
舊時光,,台語,200818,,,1341,
舊衫,,台語,202225,,,1315,
舊賬,,華語,603033,,,3015,
舊賬（DJR7版）,,華語,602808,,,3008,
舒適啦,,台語,203182,,,1348,
舞伴,袁小迪,台語,6434,,,1102,
舞伴情歌 Twist 劉鳳枝,,台語,203058,,,1347,
舞台頂的人生 Swing 蘇芊蓉,,客語,203257,,,1355,
舞孃,蔡依林 梭,國語,4097,,,1110,
船伕歌,,客語,23175,,,5101,
船隻海岸,阿吉仔,台語,6694,,,1102,
花園,梁靜茹 勃露斯,國語,4941,,,1124,
花房,,華語,603569,,,3016,
花當香,,台語,203240,,,1354,
花與馬（抒情版）,,華語,602350,,,3004,
花落塵埃(DJ阿卓版) House 宋熙銘,,華語,602862,,,3015,
花落雨紛飛,,華語,202208,,,1316,
花蕊夢醒 探戈 歌曲 周素美.寒雲 ◆,,台語,202561,,,1327,
花蕊情,成威/麗君 倫巴,台語,6717,,,1113,
花蝴蝶,游鴻明 勃露斯,國語,4818,,,1121,
花言巧語,Sweety 梭,國語,4035,,,1126,
花言甲巧語 特魯多 ◆ 詹曼鈴,,台語,202307,,,1319,
花謝的暗暝,蔡麗津,台語,6544,,,1015,
花都開好了,S.H.E 勃露斯,國語,3882,,,1115,
花開這當時,,華語,202761,,,1334,
花香,,客語,202909,,,1338,
苔上牡丹,,華語,603575,,,3019,
苗栗中小企業頌,,客語,203122,,,1346,
苗栗山水好風光,,客語,202896,,,1337,
苗栗願景-前程似錦,,客語,202898,,,1337,
苟且在眼前,明天的錢買不了昨 抒情搖滾 也可.王忻辰 徐劍秋,華語,603604,,,3024,
若你像月光,天過期的賬,華語,603728,,,3024,
若命,,華語,602309,,,3005,
若是春風已吹過,,華語,603635,,,3025,
若有一天,,華語,201810,,,1318,
若有可能,蔡小虎 勃露斯,台語,6712,,,1107,
若有歲月可回首,,華語,603567,,,3018,
苦旦,白冰冰 勃露斯,台語,6710,,,1134,
苦果,,台語,202360,,,1320,
苦酒,七郎,台語,6473,,,1015,
英雄夢,林俊彥 勃露斯,台語,6532,,,1108,
英雄魂,,台語,202344,,,1320,
英烈千秋,,客語,23437,,,5101,
茉莉花,,台語,201768,,,1315,
茉莉花,梁靜茹,國語,3508,,,1013,
茫茫阮的心,于台煙 勃露斯,台語,6481,,,1108,
茶山姑娘,楊小萍 恰恰,國語,5937,,,1129,
茶涼換酒 House 高桐,,華語,603121,,,3015,
草原都是愛的歌,,台語,202725,,,1333,
草地人,羅冠中 梭,台語,6926,,,1131,
草屯媽之歌,,華語,202634,,,1329,
草莓情長,,客語,23228,,,5101,
荊棘,,華語,602411,,,3005,
荊棘與玫瑰,,台語,603608,,,3024,
荒唐,辛曉琪 勃露斯,國語,3879,,,1115,
荷塘夜色,,台語,200885,,,1347,
荷塘月色,,華語,200982,,,1330,
莊腳囝仔的志氣 特魯多 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,台語,203003,,,1347,
莎喲娜啦-恰恰,白冰冰 恰恰,台語,6944,,,1137,
莎喲娜啦再會啦,李茂山 勃露斯,台語,6782,,,1119,
莫嫌山歌,,客語,23232,,,5101,
莫斯科的雪,,華語,603881,,,3024,
莫逞強,,客語,23176,,,5101,
莫逞英雄,,客語,23198,,,5101,
菜籽命,詹曼鈴,台語,6642,,,0002,
萬丈深坑,,華語,202301,,,1318,
萬愛千恩,,華語,602395,,,3001,
萬歲,,華語,603346,,,3022,
萬物可期,,華語,603455,,,3021,
落了空,,華語,602800,,,3008,
落日之前帶你去 張齊山 DanieL 海邊,,華語,602485,,,3005,
落日劫,,華語,603013,,,3012,
落日與晚風,,華語,602173,,,3003,
落秋,,華語,603615,,,3025,
落花淚,,華語,603614,,,3023,
落花等不到春風憐惜 House 張齊山 DanieL,,華語,603613,,,3025,
落葉命,王瑞霞 勃露斯,台語,6628,,,1113,
落葉歸根,七郎,台語,6477,,,1015,
落雨暝,余天 勃露斯,台語,6793,,,1116,
落雨毛仔,,客語,202709,,,1333,
落雨的冬天 華爾滋 歌曲 ◆ 鄭志宏.蔣新蘭,,台語,202942,,,1338,
葡萄美酒夜光杯,,客語,23395,,,5101,
葫蘆觀音媽,,華語,202430,,,1323,
蒲公英,,華語,602627,,,3006,
蒲公英的花,,華語,603627,,,3025,
蒼天了解,孫淑媚,台語,6435,,,1101,
蒼天饒過誰,,華語,603241,,,3018,
蒼白,,華語,200772,,,1333,
蓮花美,一綾 特魯多,台語,6866,,,1130,
蔚藍海岸,,華語,602637,,,3007,
薄命的花蕊,,客語,23309,,,5101,
藍眼淚,楊蔓,Unknown,,,,,
藍色戀人 明年一定更幸福吧,,華語,603903,,,3027,
藍色貝殼,邰正宵 勃露斯,國語,4060,,,1118,
藏愛,,台語,202491,,,1325,
藕斷絲連,,客語,23251,,,5101,
藝人,袁小迪 勃露斯,台語,6909,,,1130,
蘇菲亞的盛宴,JS 梭,國語,5654,,,1123,
蘇菲亞的願望,JS 梭,國語,3872,,,1117,
蘋果人生,,台語,202350,,,1320,
虎尾是幸福的城市 Funk ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2025/04,台語,202980,,,1341,
虛情假愛,,台語,202982,,,1341,
虧欠,,華語,602551,,,3006,
蜘蛛網,陳嘉唯 勃露斯,國語,5758,,,1120,
蝴蝶亂飛,,華語,201787,,,1327,
蝴蝶夢飛,葉啟田/羅時豐,台語,6437,,,1101,
蝴蝶效應,,華語,603014,,,3013,
蝴蝶與深海,,華語,603605,,,3024,
蝴蝶與蝴蝶結,,華語,602956,,,3011,
蝶仔,黃妃 勃露斯,台語,6979,,,1137,
蝸牛,周杰倫 勃露斯,國語,4592,,,1133,
螢火蟲,,華語,603534,,,3020,
行星,,華語,602501,,,3006,
行星與太陽 我有一些話想對你說,,華語,603767,,,3024,
街角的情歌,范逸臣 倫巴,國語,3999,,,1117,
街頭藝人,,台語,202960,,,1339,
衝衝衝,嚥下所有 梭 抒情搖滾 ◆ 江曉雲.陳茂豐,台語,202920,,,1336,
衣服占心術,蔡依林,國語,4027,,,1121,
袂凍漏氣,,台語,203255,,,1352,
袂慣習,,台語,201799,,,1326,
袂暈船,陳雷 慢迪斯可,台語,6830,,,0004,
袈裟,,華語,603325,,,3020,
被困的野馬,,華語,603562,,,3018,
被愛好像有靠山,,華語,602628,,,3006,
被遺忘的弦,,華語,602608,,,3006,
被遺忘的海,,華語,200686,,,1323,
補償,王建傑 探戈,台語,7634,,,1137,
褪色的戀情,,台語,202700,,,1332,
西北雨直直落,陳芬蘭 特魯多,台語,6668,,,1107,
西安故事,,華語,603310,,,3019,
西樓嘆,蔡秋鳳 華爾滋,台語,6669,,,1107,
西班牙狂想曲,黃湘怡,國語,3762,,,1105,
西風往東吹 Hip-Hop 梧彤 Vickie,,華語,603493,,,3023,
要不你先說,,華語,602659,,,3004,
要你感動不要你心痛,余帝/魏海珊 勃露斯,國語,3896,,,1114,
要飲就飲分佢醉,,客語,23384,,,5101,
見你一面,,華語,201405,,,1316,
見習愛神,Twins,國語,3787,,,1105,
視而不見,,華語,603390,,,3020,
親密朋友,,華語,602977,,,3012,
"親愛的,你很了不",,華語,602944,,,3011,
親愛的下雨了,,華語,602487,,,3001,
親愛的人. 袂閣,,客語,202874,,,1337,
親愛的你呀,,華語,603021,,,3013,
親愛的你怎麼不在身邊,江美琪,國語,3784,,,1104,
親愛的你知不知道,,華語,201407,,,1317,
親愛的姐妹,,台語,200627,,,1315,
親愛的能不能再,,客語,200869,,,1338,
親手折斷的玫瑰,,華語,603730,,,3024,
覺察,,華語,602372,,,3002,
觀月,,華語,603386,,,3021,
觀音亭的黃昏 吉力巴 王中平,,客語,203084,,,1346,
觀音山之戀 想念也能是一種快 倫巴 黃忠義 自由派對,,台語,203225,,,1352,
角落裡的光,,華語,602464,,,3001,
解藥,,華語,602172,,,3003,
觸不到的戀人,陳慧琳,國語,3535,,,1017,
觸不到的雪 中板靈魂樂 焦七七 ★,,華語,603025,,,3013,
觸碰不到的你,,華語,603596,,,3024,
觸鬚星系,,華語,602852,,,3009,
言不由衷,,華語,602236,,,3002,
訊號,郭嘉璐 梭,國語,5919,,,1132,
記得我愛你,光良 勃露斯,國語,3991,,,1138,
訪友,,客語,23128,,,5101,
許你,,華語,603393,,,3022,
註定這一生愛的 劉曉龍.夏小暖 人是你 梭 ★,,華語,602591,,,3004,
註該的命,鄭進一,台語,6228,,,1014,
試愛TT,,華語,603869,,,3024,
詩人的眼淚,游鴻明 勃露斯,國語,5903,,,1112,
話哪不講頭前,方怡萍 勃露斯,台語,6506,,,1108,
該不該放手,,台語,200770,,,1332,
該如何快樂,Jenny Yang 勃露斯,國語,4953,,,1126,
誅心（DJAh版）,,華語,602801,,,3008,
認命,,華語,602537,,,3001,
誓言,游鴻明 勃露斯,國語,5904,,,1127,
誠心悔不是,七郎,台語,6348,,,1012,
誠意,,華語,602823,,,3009,
誤入迷途,,華語,603337,,,3021,
誤會,,客語,23129,,,5101,
誤會,,華語,602900,,,3010,
誦經人 Hip-Hop 邊靖婷 ★,,華語,602891,,,3010,
說分手不可以,,華語,603223,,,3019,
說散就散的人,,客語,200804,,,1328,
說破,,華語,602263,,,3002,
說給海聽,,華語,602718,,,3007,
說聲你愛我,成鳳 勃露斯,國語,5966,,,1139,
說說話,,華語,602436,,,5311,
說過再見後會無期,,華語,602660,,,3005,
誰又能說給你聽,,華語,602972,,,3012,
誰念西風獨自涼,,華語,602280,,,3004,
誰怕誰,4 IN LOVE 勃露斯,國語,3612,,,1112,
誰怕誰,許慧欣 梭,國語,3875,,,1126,
誰愛我,,華語,200871,,,1338,
誰懂男人的眼淚,,華語,602533,,,3005,
誰是最愛,陳小春/蜜雪薇琪 梭,國語,3874,,,1118,
誰會心疼我,,華語,602805,,,3008,
誰會記得我姓名,,華語,603637,,,3025,
誰要我寵壞了你,趙詠華,國語,3532,,,1013,
誰說,,華語,602931,,,3011,
請你原諒,,華語,602664,,,3003,
請你陪我走,,台語,200827,,,1347,
請先好好愛自己,,華語,603631,,,3025,
請君保重,詹雅雯 勃露斯,台語,7610,,,1137,
請開窗,庾澄慶,國語,3531,,,1013,
講乎伊知,,華語,202294,,,1318,
講乎故鄉知,吳漢書 梭,台語,6797,,,1116,
講唱山歌最多,,客語,23397,,,5101,
講放就放,羅欣 勃露斯,台語,6622,,,1107,
講真話,錦繡二重唱,國語,3509,,,1013,
講話,,台語,202209,,,1315,
講酒話,沈文程,台語,6621,,,1101,
謝謝你,,台語,202484,,,1325,
謝謝你,,華語,200731,,,1326,
謝謝您老帥,,台語,203081,,,1345,
謫仙,,華語,602202,,,3003,
變,阿信 勃露斯,國語,3589,,,1109,
變把戲,,客語,23185,,,5101,
變色的愛,蔡小虎,台語,6585,,,1015,
變調,方怡萍 勃露斯,台語,6509,,,1107,
變遷愛情,,客語,23315,,,5101,
讓世界看見台灣,,台語,203299,,,1355,
讓你媽媽 NEW一下,庾澄慶 梭,國語,4003,,,1124,
讓你知道我的心,談芳兵 勃露斯,國語,3866,,,0003,
讓善良長出荊棘,,華語,603755,,,3027,
讓愛那麼愉快,杜德偉 勃露斯,國語,4642,,,1121,
讓我們自由,范瑋琪 勃露斯,國語,3965,,,1128,
讓我再點一根煙 抒情搖滾 ★,,華語,602262,,,3003,
讓我愛你,周渝民/徐熙媛 勃露斯,國語,3865,,,1115,
讓我挽著你的手,,華語,603177,,,3015,
讓自己 High,庾澄慶 梭,國語,3998,,,1118,
豆腐,,台語,202932,,,1339,
豆陣行,,台語,203236,,,1353,
貓系女友,,華語,602348,,,3004,
負擔,,台語,202226,,,1316,
財神福神好運來,,客語,202897,,,1337,
貪得無厭,,華語,602684,,,3007,
貪戀你的愛,周雅芳,台語,6390,,,1101,
買醉的理由 類型 倫巴 吳艾媄.莊長明 羅聰 ◆ ◆,,華語,202913,,,1339,
貼身情人,張智成 勃露斯,國語,3849,,,1125,
賜我,,華語,602666,,,3005,
賞,,華語,603636,,,3023,
賢良婦女,,客語,23238,,,5101,
贏乎水 恰恰 李明洋 游宜橙,,國語,203000,,,1346,
赤伶,,華語,603758,,,3024,
